"geo_label_city","geo_fips_code","date_label","COVID-19 Deaths","Diabetes Deaths","Deaths from All Causes","Life Expectancy","Uninsured, All Ages","Uninsured, Child","Dental Care","Prenatal Care","People with Disabilities","Teen Asthma","All Cancer Deaths","Breast Cancer Deaths","Lung Cancer Deaths","Cardiovascular Disease Deaths","Heart Disease Deaths","High Blood Pressure","Diabetes","Adult Obesity","Teen Obesity","Adult Physical Inactivity","Teen Physical Activity Levels","Teen Physical Inactivity","Teen Physical Education","Teen Computer Time","Teen TV Time","Teen Soda","Teen Breakfast","Flu Vaccinations, Medicare","Pneumonia or Influenza Deaths","New Tuberculosis Cases","HIV-Related Deaths","HIV/AIDS Prevalence","New Chlamydia Cases","Syphilis Prevalence","Syphilis, Newborns","New Gonorrhea Cases","Maternal Deaths","Infant Deaths","Low Birthweight","Teen Births","Teen Birth Control","Opioid Overdose Deaths","Adult Binge Drinking","Drug Overdose Deaths","Adult Smoking","Teen Smoking","Teen Alcohol","Teen Marijuana","Adult Mental Distress","Suicide","Teen Mental Distress","Teen Suicidal Ideation","Electronic Bullying","School Bullying","Child Lead Testing","Child Lead Levels 5+ mcg/dL","Child Lead Levels 10+ mcg/dL","Housing Lead Risk","Injury Deaths","Gun Deaths (Firearms)","Motor Vehicle Deaths","Police Killings","Racial Disparity in Police Killings","Violent Crime","Homicides","Weapons in School","Fighting in School","Vacant Housing Units","Owner Occupied Housing","Renters vs. Owners","Preschool Enrollment","College Graduates","Poverty in All Ages","Poverty and Near Poverty in All Ages","Poverty in Children","Per-capita Household Income","Households with Higher-Incomes","Public Assistance","Unemployment","Service Workers","Excessive Housing Cost","Household Income Inequality","Income Inequality","Racial Segregation, White and Non-White","Racial Segregation, White and Black","Racial Segregation, White and Asian","Racial Segregation, White and Hispanic","Limited Supermarket Access","Walking to Work","Riding Bike to Work","Lack of Car","Public Transportation Use","Drives Alone to Work","Longer Driving Commute Time","Poor Air Quality","Hazardous Air Quality","Single-Parent Families","Population Density","Children","Seniors","Minority Population","Primarily Speak English","Primarily Speak Chinese","Primarily Speak Spanish","Foreign Born Population","Homelessness, Non-White","Homelessness, Children","Homelessness and Vacant Housing","Colorectal Cancer Deaths","Prostate Cancer Deaths","Preterm Births","Premature Death","COVID-19 Vaccination, Adults","COVID-19 Vaccination, Seniors"
"Chicago",1714000,2020,145.5020806,25.05450111,801.5162356,75.12172805,9.647837981,3.385647418,58.6,74.67611431,10.49114098,20.3,141.2667867,21.39599239,28.99708642,238.8853362,176.4569151,30,10.7,31.6,17.6,27.7,67.5,19.3,29.8,44.5,19.4,12.3,17.7,56,14.45151516,2.6,2.164426518,599.8,711.6,21.4,31.4,341.4,18.05233372,6.525745003,9.398676304,17.02578757,15,35.40608503,14.3,41.52975594,14.9,3.9,26,23.4,12.9,8.236675027,38.2,13.4,11,12,7.314000083,4.8009037,1.969782547,51.12528305,60.71715566,24.01053631,8.160208318,0.692000912,1.26439354,986.8955947,22.81220807,10.1,20.5,12.15537898,44.99324634,1.222555786,57.88672841,39.47904556,18.38964731,37.89837983,26.83564715,37103,55.74295412,19.06425491,8.061844435,37.31210756,31.76263487,0.05143186,0.5315,58.85044375,81.45294799,43.2339589,59.77811657,24.63796178,6.530898295,1.707568055,26.9089048,28.22154423,48.84311587,60.24464785,59.12408759,6.569343066,11.653414,11902.99191,20.90126937,12.43641896,66.71866823,63.97836902,1.890859349,24.12399915,20.63967457,79.81447124,21.03896104,15.01392758,13.95332119,22.04117063,10.77635017,8505.187686,NA,NA
"Washington",1150000,2020,117.1806299,22.39141528,803.7444197,77.24307563,3.687998734,1.972098023,65.9,72.87509239,11.67302352,33.4,143.4420175,21.76123353,26.43001459,243.8595805,182.5863226,28.5,7.7,23.9,17.1,17.4,72.1,28.4,NA,40.7,24.6,15.1,18.8,48,11.00008904,2.7,8.736786995,2260.4,908.7,35,0,549.6,30.57828941,6.118111758,9.671964829,14.7993311,20.8,41.55147651,21.6,55.24113842,13.1,5.3,20.2,29.2,15.3,6.198649135,33.1,17.9,10.6,12.7,29.03941829,0.757775435,0.210859251,45.7864812,75.26045291,20.56951851,6.162279349,1.443661819,2.286428349,957.8909564,23.64329649,15.6,28.7,9.769144859,41.62195045,1.402578421,78.73234701,58.54070704,16.24130634,28.28737138,23.99685802,56147,67.41330445,14.2070988,6.908195377,21.26244789,27.68033588,0.256183497,0.5269,54.77743637,66.61472618,22.2436833,39.36643146,35.16094146,13.36814286,4.47432619,35.86709613,34.69709291,33.51879394,50.74057522,9.489051095,0.364963504,10.51950518,11346.45146,17.89130093,12.07911844,63.42150739,82.79468781,0.779750572,9.038312774,13.72417109,92.06896552,22.44514107,56.3654033,14.40128883,27.67755169,10.11278195,8038.435057,NA,NA
"Denver",820000,2020,94.22124446,21.71611087,759.1008121,77.24229102,9.327219093,4.176419607,64.4,80.91978689,9.590749137,NA,130.390447,19.1238676,21.26561339,178.8136026,130.9064786,22.8,7.6,21.5,NA,15.7,NA,NA,NA,NA,NA,NA,NA,58,6.464913616,1.5,1.554094624,866.2,817.2,32.3,0,420.4,11.07495187,4.746602819,9.798001581,19.32431659,NA,24.97422096,21.5,35.41535441,14.2,NA,NA,NA,14.1,20.06560143,NA,NA,NA,NA,11.5055407,0.913317835,0.199269346,25.44596649,68.80154989,14.36943827,10.35492568,1.240121546,1.010815078,857.9263639,9.097949161,NA,NA,6.283783574,49.87777818,1.004900852,55.70900123,49.43780248,12.86170527,29.45707262,18.20298659,43770,63.55766648,8.974099588,3.751122177,31.71701746,27.38929556,0.165793812,0.4909,46.40559629,55.14565073,37.33253856,54.01592332,48.13984142,4.682015933,2.227179952,9.843416771,6.539476416,69.12411938,38.83289921,48.07017544,5.263157895,8.757848233,4611.60261,19.79758382,11.54914566,45.82752248,74.45914423,0.481481593,19.1509266,14.97471569,40.82568807,13.97444299,86.87731284,12.34476932,25.33639274,9.344315362,6957.588699,NA,NA
"San Jose",668000,2020,50.47289895,28.35769218,560.2953846,82.73289864,5.166267884,2.091621533,62.8,89.23683886,8.64622296,NA,116.0684503,15.06165285,20.21899303,160.5534508,101.4048252,23,8.8,22.4,NA,20.3,NA,NA,NA,NA,NA,NA,NA,57,8.670571304,8,0.533498572,212.7,230.4,18.4,17.4,118.2,NA,3.386746196,7.460496959,7.90693548,NA,8.151592685,17.6,17.57300464,9.8,NA,NA,NA,12.7,8.49062731,NA,NA,NA,NA,12.89043235,1.47191668,0.366650725,8.225482927,37.33133941,4.840916637,8.616315199,0.608160048,-0.472815027,424.9462382,3.422254226,NA,NA,3.957058749,56.78008329,0.761180932,56.76254935,43.7381716,8.717537735,20.96189587,9.325867369,46599,76.88380076,7.163025892,4.720685792,34.84797294,29.55455625,0.431614757,0.4505,41.78700719,40.99427577,47.95168848,47.91715333,31.92225428,1.804466111,0.780356503,5.226474406,4.466689001,75.76870795,48.86132047,20,2.790697674,9.232146263,5821.732773,22.43847853,12.51457151,74.27492726,42.76623028,7.551030774,22.4928291,39.74087517,57.30348777,7.610619469,84.13629993,11.15137768,15.44666612,9.360193195,4212.957209,NA,NA
"San Francisco",667000,2020,19.68338626,13.81592926,562.7114953,81.98288316,3.663377592,1.54431209,65.3,89.97608358,10.18816967,20.2,114.2639366,14.35850985,21.11742728,166.2448243,119.4123749,24.3,8.8,19.2,10.2,17.2,65.7,21.7,48.4,41.5,21.5,10.5,13.3,51,7.396106548,6.8,3.59175541,1515,656.7,57.3,0,470.4,NA,2.732746642,7.082968339,5.14779811,17.4,39.28720372,18,51.40518601,9.3,6.5,23.6,16,12.3,8.237085214,31.1,14.1,11.1,14.3,14.56977136,1.716581446,0.389578768,55.86332237,65.54230298,4.992947861,4.187273757,0.571454042,8.212477851,544.0639627,4.645801667,10.2,15.4,8.913255508,37.59831546,1.659693627,74.41134752,58.06106453,10.33599231,21.24410379,9.963959593,68883,73.35478565,5.960745569,4.215603221,24.41790942,26.15039437,0.389591394,0.5099,34.7084235,52.56458985,39.89152907,43.09574226,10.63036177,11.76571601,3.955078983,30.85242608,34.76734543,32.09198856,52.93541777,19.53488372,0.465116279,4.85078128,18666.71363,13.43442736,15.42708761,59.49270882,57.14815812,18.21492055,10.72376335,34.28324234,64.98030527,4.49286066,117.0942635,10.50691727,15.74418007,8.044394376,4918.518451,NA,NA
"San Diego",666000,2020,43.86802638,22.79116314,640.8568287,81.68279804,7.836618623,3.607276342,66.4,87.48631416,9.170717281,20.8,129.2425295,19.16230415,21.36042594,193.1495665,129.9005768,25.5,8.1,26.9,10.4,19.5,54,14.5,45.9,45.6,17.8,9.5,14.2,48,6.579267133,5.8,1.436588968,472.9,548.1,16.7,35.1,183.2,5.199790118,3.909229596,6.964694799,7.092642263,15.2,15.53182705,19.2,22.91927377,10.6,3.2,22.3,21.5,14.2,10.77250465,35.1,13.4,10.9,13.6,14.08519573,1.370737186,0.260363488,10.97430417,41.49195975,6.035710972,6.325197856,1.064152052,3.570709966,368.876634,3.589217001,10.5,19.8,7.109955328,46.8190236,1.135883927,54.88270757,45.93732255,12.83766124,28.49814435,15.69690182,41112,68.42369676,7.321998503,5.837170528,32.53426006,33.40301036,0.248628788,0.4707,43.94421722,54.65456921,46.97006542,53.8723706,32.99915428,3.082829864,0.844367393,6.371015406,3.963854957,74.72300009,31.24190818,68.69158879,4.205607477,8.787580283,4334.637795,19.89794072,12.63985618,57.24308,59.51067485,2.760844937,22.88060424,26.12436532,33.79156847,10.26446714,35.82383565,11.13925513,21.98936714,8.629735112,4673.020685,NA,NA
"Oakland",653000,2020,37.44430535,23.51321941,686.5189693,80.13354122,7.895874732,4.172903139,57.6,89.28769018,11.6634099,26.5,129.6262089,18.67745456,21.71459346,201.2024553,128.2160926,29,10.6,29.3,14.5,20.9,68.5,24.1,43.1,45.5,19.9,12,17.8,53,10.79505633,6.3,3.142123774,424.6,435,12.8,5.1,209,NA,4.215492903,7.658523195,14.25893488,NA,14.64434033,15.8,30.8695302,12.6,2.4,20.7,21.6,14.6,10.59442773,31.6,11.9,9.3,10,13.48689108,2.219905562,0.38020482,47.93825736,50.46948229,17.71066728,9.151949068,0.882151603,3.79750681,1290.866203,17.1519022,9.8,14,6.278707444,40.74461732,1.454311921,57.92589763,44.03568639,16.74285565,34.44138525,24.77476934,43191,63.10407034,10.91374778,6.073242917,35.75929959,34.47072079,0.178593637,0.5113,46.44172824,49.30660101,41.27792613,62.25695615,32.51281903,3.678112723,2.661276355,16.06092883,23.50756132,50.90699434,41.67136705,28.8372093,3.255813953,10.96361879,7620.164999,19.87169987,13.10642042,71.71821961,59.91536506,6.975103974,21.80604743,26.80141238,68.21924542,3.797468354,101.7379345,11.55510808,23.05696528,8.979199561,6501.647763,NA,NA
"Los Angeles",644000,2020,113.3241275,30.91705102,697.920618,79.08331092,11.44921647,4.151125704,58,86.35555746,10.08218676,18.1,127.9554155,18.77156326,20.04032417,212.3276253,157.1450468,25.8,9.8,29.4,20.8,22.1,62.3,18,39.3,48.1,19.5,10.6,15.6,48,17.21607274,4.9,2.571925212,595,528.3,22.5,53.6,259.2,6.17449475,4.175711738,7.599918745,11.70885987,24.3,13.57731563,17.7,21.3513874,11.3,2.3,21.2,22,15.9,8.24428975,34,10.6,9.2,12.8,17.89651692,1.325137478,0.218274505,30.04953426,38.67835178,8.33713941,9.345682044,0.661719776,1.020562685,721.9440547,7.704203222,8.8,19.7,7.316215572,36.81735771,1.716110178,57.13455391,34.42146957,17.99011014,39.09480578,25.69327786,35261,58.04899163,10.96866828,6.327256051,40.78228983,41.54880267,0.095537222,0.5276,55.29588596,65.20699682,43.69781747,62.96131621,26.17898332,3.427253128,0.961743995,11.89722438,8.991545488,69.63577197,52.39864615,68.30601093,20.76502732,11.29189251,8464.237531,20.70656043,12.39238546,71.51564835,41.07466687,1.65650728,42.22681708,36.86336255,54.10793332,11.75870405,100.7336896,12.61930456,19.84575398,9.533688409,6063.476064,NA,NA
"Long Beach",643000,2020,89.97956057,30.89498167,775.1316831,76.41891103,8.497639126,3.577113708,58.8,88.87059146,10.19475328,NA,143.0380392,22.03743693,24.93848357,248.7216087,188.3485077,25.8,9.3,29.3,NA,21.2,NA,NA,NA,NA,NA,NA,NA,48,17.79519865,4.9,2.868297599,595,528.3,22.5,53.6,259.2,NA,3.333458182,7.555010559,13.07512898,NA,13.96561227,17.7,23.62163436,11.6,NA,NA,NA,16.1,9.169512724,NA,NA,NA,NA,NA,0.819386332,0.174337517,33.38791942,41.25307072,9.231047541,11.05858879,1.874560817,3.435853238,506.4259684,8.158251198,NA,NA,5.149287254,39.84042011,1.510013693,50.98115863,31.14013443,16.82957113,37.40293685,24.27403795,32323,60.16317673,11.74308957,5.955102256,41.34682635,36.55890128,0.108294917,0.4685,52.19168339,53.54277792,47.78713625,56.50248937,19.33773672,2.390729121,0.828768396,9.673107012,5.485004292,75.89934424,48.2589153,68.30601093,20.76502732,12.96841373,9281.057396,22.37390097,11.42110991,71.83724099,53.89033272,0.64674633,33.98695507,25.15424958,51.22910521,8.112094395,53.89507154,15.47785209,21.24191942,8.871022689,6511.224738,NA,NA
"Tucson",477000,2020,130.4775627,45.07279836,1257.329363,71.49518089,11.47238854,8.061844729,53.5,63.50921528,15.30581259,NA,206.8430754,26.57260401,40.21218265,309.6832881,226.9556133,28.8,9.8,30,NA,25.3,NA,NA,NA,NA,NA,NA,NA,55,19.00783536,1.4,1.632411726,299.1,504.6,15.5,43.8,183.4,21.20949448,5.300698617,8.441840278,20.77760089,NA,41.59081776,16.4,61.01237549,17.7,NA,NA,NA,16.7,26.19699103,NA,NA,NA,NA,11.84641446,0.226406101,NA,7.522347641,108.4311832,24.99322751,19.88898625,1.615935525,-1.052184124,698.1585908,11.27410091,NA,NA,11.19826819,50.59790768,0.976366308,38.25768886,27.38777494,22.45229222,46.27228494,30.51622721,23655,43.65220174,17.90334649,7.772667617,42.72905199,29.62290168,-0.141045974,0.4578,40.03283762,33.65256361,29.5247441,46.1837787,55.47136849,3.135287855,2.373270002,11.57554908,3.403079191,74.47260667,26.71090902,52.36363636,4,13.42127431,2388.446094,21.183899,14.34839939,56.12024038,66.49881779,0.81015584,27.91598122,15.33384305,32.02416918,11.70694864,11.91826447,18.40343671,28.10744662,10.05644811,11957.84969,NA,NA
"Phoenix",455000,2020,98.65081833,28.49905347,781.1857257,77.4225848,14.07449277,9.523576185,57.3,72.3800728,10.66199767,NA,121.0609539,16.71276472,24.37314907,197.5865283,145.7746242,28.7,9.8,32.2,NA,24.1,NA,NA,NA,NA,NA,NA,NA,56,10.2032146,1.7,1.50209013,316,573.8,24.4,68.4,275,21.35495153,5.783286303,8.161017551,20.07505914,NA,28.87879483,16.5,39.74190088,16.6,NA,NA,NA,15.7,14.21699279,NA,NA,NA,NA,10.76595493,0.236237776,0.065926821,4.311446646,71.19039434,15.22653415,13.79253593,2.143272238,7.295571464,798.4973317,8.700150232,NA,NA,8.91747018,54.43329469,0.837110918,34.11707574,28.62528485,17.96981054,39.55205894,26.62085279,29343,56.48142912,13.59732217,5.410453743,41.54960167,26.38256585,0.057550651,0.4713,49.85064373,54.47901248,37.67268985,55.97405678,49.71560018,1.566369214,0.627158803,7.760253927,2.982632819,74.62107564,37.04413343,72.72727273,11.63636364,14.97900437,3160.45198,26.10370866,10.60968747,57.45249437,62.64621365,0.41225993,30.7100971,19.41241273,38.79229007,16.75427955,20.40372927,12.53058026,17.79773219,10.18413195,7622.08118,NA,NA
"Las Vegas",3240000,2010,NA,11.5236671,776.4572595,NA,21.88325311,15.05357961,56.1,64.08921933,12.65131405,25.3,170.5222219,24.10020116,48.94820078,235.9839371,190.2146766,30.3,11,30.6,12.1,26.2,42.1,NA,NA,38.9,30.8,NA,NA,35,20.51660924,5,2.790777648,342.6,389.9,6.4,18.7,82.1,9.383583847,NA,8.335706335,38.0580259,NA,15.80242146,15.8,21.22449877,20.6,7.8,31.8,15.9,12.5,17.79277284,NA,16.1,NA,NA,NA,NA,NA,1.523346859,38.59108999,13.06412216,8.612447363,1.378445523,8.002667723,892.9674577,5.608733004,NA,NA,14.32702091,52.53547506,0.903475697,34.15023031,21.58612331,17.70897129,39.15042404,25.97483536,25555,50.856424,14.77067364,13.08797895,46.75542236,NA,-0.043400912,0.4564,35.24966049,36.6868687,23.15658656,46.03620876,49.18581349,1.756217998,0.470498721,10.02126391,4.350172167,77.38384078,NA,57.26027397,9.04109589,14.23931054,4398.293077,24.53708276,13.25430692,53.72585389,NA,NA,NA,21.27000283,NA,NA,NA,17.89102995,19.44492003,NA,6445.243155,NA,NA
"Louisville",2148006,2010,NA,27.41494648,843.6613661,NA,12.82230268,4.2264226,60.2,79.55423792,15.37333672,NA,191.881263,22.21176808,61.5224331,230.7121201,177.6908571,36.3,11.9,32.9,NA,28.1,NA,NA,NA,NA,NA,NA,NA,53,16.17642303,4.7,3.006380493,255.6,637.7,12.1,0,268.5,35.87290741,NA,9.363641018,41.42183048,NA,8.123892604,14.4,18.13611153,25.5,NA,NA,NA,13.3,14.35980499,NA,NA,NA,NA,1.28408152,10.45576408,3.887399464,25.57529602,43.02808211,14.08208765,10.80217023,0.404668253,0.559108298,585.7916502,8.167357633,NA,NA,10.50511923,60.75442856,0.645970547,43.5123791,27.40511677,18.41132319,38.31620922,26.72935245,26621,45.39241893,17.2891581,10.24897168,40.79001294,NA,-0.113568924,0.4871,45.37437708,54.70927544,52.80112256,43.35442973,57.26507781,2.149428876,0.394667093,11.28127784,3.076370079,81.7690671,NA,51.78082192,12.60273973,14.13868929,1862.46024,23.3208752,13.0990389,32.11393253,NA,NA,NA,6.745388453,NA,NA,NA,16.21241242,20.81072449,NA,7779.310133,NA,NA
"Washington",1150000,2010,NA,25.3858396,776.863283,NA,6.42066089,2.439748694,69.1,63.34904965,11.12289751,31,180.1977161,28.41779212,39.58692781,259.1530978,208.8066401,28.3,8.9,24.2,14.8,19.6,71.9,27.7,NA,40.4,40.1,23.4,18,37,14.77219112,7.1,17.84121472,2647,923.7,22.1,10.9,347.7,30.57828941,NA,10.27940292,41.559271,17,6.989130925,21.9,15.01512535,18.3,12.5,31.4,32.2,11,6.921323445,25.5,14.7,7.9,10.9,22.86113258,1.37434555,0.283595113,49.2194097,32.38529459,13.04176793,5.838291922,1.443661819,2.286428349,1241.102634,15.66283651,20,37.6,11.0981456,41.58255894,1.404854404,78.08662799,53.39118768,18.24121944,31.91821487,27.53144359,46502,61.26357908,14.97933923,10.56612888,22.16684365,NA,0.137886805,0.5295,61.08982095,71.38361149,26.60087716,47.67506889,33.66782732,12.38050748,3.876662067,36.21898547,38.04425168,33.97516412,NA,50.68493151,9.589041096,11.45522876,10380.87374,17.04006085,11.31748867,64.62501736,NA,NA,NA,13.98468763,NA,NA,NA,19.49823168,36.86799619,NA,7923.579344,NA,NA
"Seattle",5363000,2010,NA,22.24914569,674.6394512,NA,10.41201597,3.874074825,72.6,79.88550984,9.097313917,21.5,174.019856,22.48976711,39.76968289,196.4570326,143.4539488,25.2,6.7,22.1,7.9,13.1,61.2,18,64.8,28.2,22.7,12.7,11,49,8.947317261,5.9,3.828382696,333.3,312.4,11.1,0,83.2,NA,NA,6.315451333,10.97225544,12.8,11.12270501,20.3,15.79179409,12.2,8.5,27.2,20.8,9.7,12.20362437,21.7,12.1,10.1,14.2,6.424196714,0.456571366,0.152190455,37.96605051,33.69635623,6.661660648,4.482182913,0.517737693,-0.540627041,566.7572296,3.222611995,NA,14.1,6.574018748,46.19904959,1.164546693,61.06117254,57.91863247,13.98357362,26.53783298,14.73196395,44167,61.63839049,10.79698235,6.516136701,25.11890011,NA,0.144906506,0.4867,36.45932841,56.7674191,41.72436998,31.7968246,27.53074235,9.286388828,3.703377394,16.26493181,19.58018661,51.01773359,NA,18.90410959,0.821917808,5.575231585,7598.643656,15.49361135,11.34718194,33.79524967,NA,NA,NA,17.9832249,NA,NA,NA,15.07618366,23.52671425,NA,4732.962618,NA,NA
"San Jose",668000,2010,NA,27.70652058,558.4195479,NA,12.4873333,4.124910636,67.3,81.31036283,8.245972091,NA,146.4847614,16.62182597,29.97234928,165.6804966,116.9061223,25.5,9,20.7,NA,21.4,NA,NA,NA,NA,NA,NA,NA,46,14.34072,10.8,0.93477782,191.9,308.9,5,4.2,32.3,NA,NA,6.838589981,28.46677132,NA,3.112274331,14.6,8.0876846,12.6,NA,NA,NA,10.6,8.708935723,NA,NA,NA,NA,17.5936973,1.303227762,0.223518715,8.668878633,25.35295348,4.622196001,5.893498376,0.608160048,-0.472815027,331.3572144,3.107636203,NA,NA,3.601324697,57.42343456,0.741449301,51.69537625,38.18088363,11.76083117,27.61318795,14.37817687,34992,68.85770033,8.135641244,9.798007721,35.46304203,NA,0.276994307,0.4458,43.55758399,42.98979705,49.90189092,48.85969868,33.32812099,1.581140488,0.901500916,5.49030214,3.705473661,77.65017267,NA,29.04109589,3.287671233,10.524367,5587.376999,23.98207478,10.91471328,72.52017601,NA,NA,NA,38.73073647,NA,NA,NA,14.04867594,19.02671923,NA,3882.887301,NA,NA
"San Francisco",667000,2010,NA,11.17212669,571.420487,NA,10.00563968,3.437082988,68.3,87.20319635,10.45972481,20.3,149.3487197,16.99076611,35.88526352,172.1099416,126.7617989,25.5,8.7,18.4,7.5,19.9,67.3,24.6,48.4,43.5,26.5,9.7,12.4,40,14.98888527,12.2,8.392590788,1951.9,570.4,46.5,0,240.3,NA,NA,7.002896575,13.0757107,17.2,11.64967784,17,21.11470736,13,10.7,21,17.9,9.8,11.20588378,25.9,14.9,11.4,10.6,24.48533257,9.650485437,0.339805825,58.65189032,34.27916106,6.906583698,2.878364926,0.571454042,8.212477851,702.0574302,6.697907396,11.4,18.7,8.327069942,36.60472663,1.731887633,69.9338502,52.91880427,13.28086113,28.25186656,12.7462043,49986,64.66751903,6.203272636,7.588353883,26.51380079,NA,0.205832607,0.5156,36.92005408,56.74392087,42.49041251,44.89879695,10.93336371,10.25029014,3.8005562,30.39916063,32.89508836,36.16418858,NA,31.78082192,0.821917808,5.607570406,17687.7022,13.4111392,14.0003522,58.58405543,NA,NA,NA,35.52441766,NA,NA,NA,16.05187465,15.69243148,NA,4617.012666,NA,NA
"San Antonio",4865000,2010,NA,31.59132265,824.2699859,NA,20.5846616,10.38385459,58.8,73.21534462,13.77654093,NA,176.3051777,23.14876046,38.08426728,248.866651,188.0656909,30.2,13.1,32.4,NA,29,NA,NA,NA,NA,NA,NA,NA,39,13.30531531,4.9,3.91567483,315.5,664.1,10.4,38.3,205.7,41.55909114,NA,9.403446752,57.76341948,NA,9.598577482,16.2,15.71380848,15.4,NA,NA,NA,10.9,12.3474071,NA,NA,NA,NA,12.62324108,3.194054826,NA,11.12541123,47.98458407,10.0868375,10.52114757,0.911753531,5.088794952,605.8046341,6.740165777,NA,NA,9.022604422,55.02634139,0.817311445,42.22522697,24.90018295,20.14509253,43.42170538,28.96288317,22784,46.60948868,17.01544136,8.391701098,40.49637008,NA,-0.097532315,0.4595,42.76829272,46.34684391,39.23526322,46.22348968,69.59713346,1.924298562,0.263936049,9.270392116,3.274290339,79.03377156,NA,34.79452055,3.01369863,15.55308652,3005.723142,26.14104709,10.97457988,73.70376733,NA,NA,NA,14.163824,NA,NA,NA,15.46854466,20.8841942,NA,7325.010088,NA,NA
"Portland",4159000,2010,NA,28.43878079,840.2723648,NA,14.45718827,4.346826127,66.5,74.10527539,12.13351738,18.6,209.0499172,26.93237413,58.20420432,222.3784594,155.5304005,25.9,8,24.4,8.7,15.1,54.8,14.3,56.3,41.4,14.9,6.9,12.1,42,10.57472627,4.9,2.463405185,463.7,448.9,6,0,78.1,14.27260679,NA,6.434300883,29.49660051,9.8,13.02955171,21.4,21.00855223,18.5,6.5,32.7,26.8,12,17.14157491,33.7,15.8,16,18.3,NA,NA,NA,39.76838595,46.33482685,9.046736194,6.113002482,0.581133163,2.889157632,540.5817233,4.148385532,10.9,20.4,5.730167393,52.76483534,0.895201593,52.79529214,44.4383602,18.3248712,36.72372949,23.7359348,32438,52.48210639,20.63128259,9.439638421,33.22196614,NA,-0.008918056,0.4883,27.09829673,46.98147516,31.10780764,33.46289389,41.76057977,5.743264083,6.284150344,15.02151199,11.81638437,57.95404739,NA,12.87671233,0,8.712651427,4516.101229,18.79389546,10.96025677,28.20843457,NA,NA,NA,14.02895607,NA,NA,NA,19.35473366,26.62938591,NA,6314.430776,NA,NA
"Phoenix",455000,2010,NA,26.41064839,688.570853,NA,21.69279916,14.01039358,55.9,NA,9.456289539,NA,139.7582516,17.07108973,36.15999146,193.8320851,144.4703764,26.7,9.4,30.2,NA,23.5,NA,NA,NA,NA,NA,NA,NA,47,8.906880979,4,3.022905227,255.6,407,4.1,23.9,59.6,21.35495153,NA,7.568759429,51.55012934,NA,8.506411868,15.3,19.96565652,20.4,NA,NA,NA,13.5,14.5910233,NA,NA,NA,NA,10.96676267,0.848637361,0.141885742,5.194123469,49.18456097,13.6247137,10.72919157,2.143272238,7.295571464,518.1209601,7.799560304,NA,NA,12.92596159,53.99880197,0.851892937,29.91989291,26.49142156,23.17678799,45.98313396,33.30935917,24057,47.49297311,17.63942433,9.853973193,40.04317913,NA,-0.071856713,0.4767,53.06126766,56.42984328,37.92277015,59.12231604,53.94040829,1.8628236,0.701622454,9.079860844,3.485125726,74.97069596,NA,72.60273973,7.945205479,15.64059932,2885.131675,27.26955012,9.057875255,54.0248652,NA,NA,NA,20.15357288,NA,NA,NA,13.38424168,16.84565959,NA,5986.239597,NA,NA
"Philadelphia",4260000,2010,NA,24.97970565,909.1677235,NA,14.12378517,4.919111678,55.4,54.03791223,15.63468836,29.1,212.6697871,28.98040096,57.60802065,290.7328257,229.0981947,33.5,12.6,32.8,17.3,28.4,62.9,20,50.9,40.4,45.8,25,15.3,41,13.81671697,6.2,8.290906413,668.9,1271.2,15.6,4.3,427.5,27.33618502,NA,11.03928287,49.79314293,21.2,NA,18.2,26.51848264,25.5,9.6,31.6,21.3,15.4,10.5424343,31.5,10.9,9.5,13.8,30.64861189,5.657314467,1.485349422,55.02432643,49.33062801,18.94074076,7.397047344,0.554121875,0.545930613,1189.377673,18.65590252,15.6,42.2,13.34220374,52.87344239,0.89130867,48.6907143,24.5120874,26.6792964,48.77239156,37.00776317,22542,38.8308056,26.20623577,14.85465987,39.95578208,NA,-0.217745396,0.5104,63.09612326,73.52789083,47.85934914,62.5834082,19.73240862,8.477327734,1.989111029,32.76959902,26.4753869,50.18712863,NA,53.15068493,7.671232877,16.03230759,11535.44557,22.32319706,12.26087968,63.7985804,NA,NA,NA,12.48642464,NA,NA,NA,19.57054369,34.10490561,NA,9447.543293,NA,NA
"Oklahoma City",4055000,2010,NA,26.71601608,803.7836697,NA,19.58440152,9.07160868,56.2,65.68499534,13.36210033,NA,157.0829859,21.5228337,45.62826824,246.4113108,189.0439443,34.3,10.8,32.3,NA,28.3,NA,NA,NA,NA,NA,NA,NA,47,16.58935557,3.7,2.430819427,278,482.6,6.5,0,202.6,32.37424629,NA,9.107817495,62.5735405,NA,11.97843123,13.6,18.33860718,20.7,NA,NA,NA,13.9,14.3806722,NA,NA,NA,NA,0.692461884,1.973684211,NA,15.5185617,44.78983765,15.06757275,11.44126479,1.359345774,3.781553332,927.4916283,8.362576817,NA,NA,11.29287355,58.84208106,0.699464026,40.19020979,28.52526093,18.22033682,39.74930925,27.29339857,26275,47.60690101,16.05174456,6.587673246,39.453542,NA,-0.068632682,0.4728,37.42270139,50.07724391,38.00205833,54.69058045,66.04893777,1.517645486,0.213842052,6.995145694,0.533549989,82.02179219,NA,43.01369863,2.465753425,12.99296798,990.6308793,25.51216938,11.37950723,44.32314738,NA,NA,NA,12.35931676,NA,NA,NA,11.58367613,21.89330762,NA,7278.351492,NA,NA
