"","geo_label_city","geo_fips_code","COVID.19.Deaths","Diabetes.Deaths","Deaths.from.All.Causes","Life.Expectancy","Uninsured..All.Ages","Uninsured..Child","Dental.Care","Prenatal.Care","People.with.Disabilities","All.Cancer.Deaths","Breast.Cancer.Deaths","Lung.Cancer.Deaths","Cardiovascular.Disease.Deaths","Heart.Disease.Deaths","High.Blood.Pressure","Diabetes","Adult.Obesity","Adult.Physical.Inactivity","Flu.Vaccinations..Medicare","Pneumonia.or.Influenza.Deaths","New.Tuberculosis.Cases","HIV.Related.Deaths","HIV.AIDS.Prevalence","New.Chlamydia.Cases","Syphilis.Prevalence","Syphilis..Newborns","New.Gonorrhea.Cases","Maternal.Deaths","Infant.Deaths","Low.Birthweight","Teen.Births","Opioid.Overdose.Deaths","Adult.Binge.Drinking","Drug.Overdose.Deaths","Adult.Smoking","Adult.Mental.Distress","Suicide","Housing.Lead.Risk","Injury.Deaths","Gun.Deaths..Firearms.","Motor.Vehicle.Deaths","Police.Killings","Racial.Disparity.in.Police.Killings","Violent.Crime","Homicides","Vacant.Housing.Units","Owner.Occupied.Housing","Renters.vs..Owners","Preschool.Enrollment","College.Graduates","Poverty.in.All.Ages","Poverty.and.Near.Poverty.in.All.Ages","Poverty.in.Children","Per.capita.Household.Income","Households.with.Higher.Incomes","Public.Assistance","Unemployment","Service.Workers","Excessive.Housing.Cost","Household.Income.Inequality","Income.Inequality","Racial.Segregation..White.and.Non.White","Racial.Segregation..White.and.Black","Racial.Segregation..White.and.Asian","Racial.Segregation..White.and.Hispanic","Limited.Supermarket.Access","Walking.to.Work","Riding.Bike.to.Work","Lack.of.Car","Public.Transportation.Use","Drives.Alone.to.Work","Longer.Driving.Commute.Time","Poor.Air.Quality","Hazardous.Air.Quality","Single.Parent.Families","Population.Density","Children","Seniors","Minority.Population","Primarily.Speak.English","Primarily.Speak.Chinese","Primarily.Speak.Spanish","Foreign.Born.Population","Homelessness..Non.White","Homelessness..Children","Homelessness.and.Vacant.Housing","Colorectal.Cancer.Deaths","Prostate.Cancer.Deaths","Preterm.Births","Premature.Death","COVID.19.Vaccination..Adults","COVID.19.Vaccination..Seniors"
"2","Las Vegas",3240000,155.4799158,23.93032468,914.6583891,75.20626713,12.28330714,7.229540767,58.2,80.36466797,12.87685714,146.4974517,21.11410982,31.53835697,270.7106592,215.4258472,31.1,11.4,32.1,27,36,14.35222656,2.2,1.981680087,483.9,497.9,27,87.6,218.4,9.383583847,3.865979381,9.769189479,15.49047023,17.19144331,18.3,28.28009188,18.5,17.2,17.90196665,1.739740388,54.06665355,17.43057103,10.29239268,1.378445523,8.002667723,468.2434225,8.454773789,10.61765794,52.70681068,0.897288011,38.57555015,24.57079932,15.28025739,35.02781876,21.32592944,30761,55.17064442,14.99601147,6.65939355,46.4210577,30.03772934,0.033641636,0.4862,35.76336785,37.80135128,24.21414892,46.29538976,42.27336291,1.48061064,0.235818883,9.984692668,3.499593714,78.01870645,38.38295647,69.95305164,8.920187793,12.81935192,4673.815468,23.79858627,14.90910924,56.49578668,66.91927185,0.787111243,24.97255634,20.97489969,40.62085936,4.050728753,14.11983666,15.08678303,20.83832092,11.12274204,8233.201728,63.9,77.4
"3","Louisville",2148006,97.4379436,24.76117872,1041.077496,72.51501533,5.41787527,2.741410884,63.5,80.52372253,14.76120828,166.3217223,20.42367718,40.95763599,239.6788981,188.6505177,37.9,10.5,35.1,26.2,53,12.00996097,3.3,2.070855951,506.1,736.7,25.6,20.2,370.5,35.87290741,5.993115176,9.399904998,19.04108414,66.431222,16.5,76.55422708,18.5,17,16.62305832,24.73755057,109.4711184,35.23435996,16.45837547,0.404668253,0.559108298,981.2218756,25.71793377,10.35615173,60.1403359,0.662777543,41.52484259,29.91984676,15.92473307,34.04873179,24.01676599,30943,53.05550635,13.45107164,5.971266599,42.04399046,22.80156519,-0.000511264,0.4754,42.07041151,50.96413189,46.00578985,41.65411184,64.53458852,2.008908281,0.355859905,10.57350123,3.086251418,79.57054409,26.86273514,39.56043956,1.098901099,12.95148226,1899.441219,22.47883585,14.88499328,34.42027226,90.35391476,0.226009819,4.347314446,7.713462503,54.62794918,16.15245009,11.34886847,15.35181443,21.27654681,11.2249208,11936.61141,71,85.5
"4","San Antonio",4865000,215.1270183,40.49216862,1072.151511,71.70143947,16.68159161,8.550285822,51.5,80.81435135,14.64368293,154.4663617,20.86787888,25.78309166,283.8900976,212.6149992,33.6,13.7,40.7,26.9,39,10.36065523,2.6,2.866456059,406.8,596.4,16.9,218.1,260.2,41.55909114,6.59049755,8.953767816,25.65630765,9.564292545,17.3,19.95748738,15.8,16,15.30340993,11.26491186,55.70415426,18.31762203,14.57602293,0.911753531,5.088794952,683.1825091,11.35198704,8.582555568,53.91344236,0.854824986,43.66469409,26.00251872,17.77581341,40.25093332,26.1136779,25894,52.22776227,15.18069406,5.519827219,42.53812729,26.46769047,-0.020173514,0.4656,40.18030884,44.97291599,38.85902104,43.8925403,65.83908842,1.738866596,0.187319536,8.29597128,2.917626412,78.66052999,32.19136406,42.85714286,1.465201465,13.98743518,3271.802833,24.98290877,12.04728122,75.31966079,57.17094312,0.366054225,38.80516823,14.31864161,28.47885402,17.22373806,6.572831711,16.75924661,19.73914142,12.08623849,9937.340714,77.9,91.5
"5","Tucson",477000,200.6921384,47.66212481,1361.835518,69.86857114,11.47238854,8.061844729,53.5,64.20674038,15.30581259,203.6416668,26.01342699,38.08734047,323.1524404,235.3980655,28.8,9.8,30,25.3,49,18.77741819,1.4,1.443755127,299.1,504.6,15.5,43.8,183.4,21.20949448,5.359569221,8.533351014,19.1694063,48.31316052,16.4,69.47962447,17.7,16.7,25.61776157,7.522347641,120.2877748,26.43888704,20.66895604,1.615935525,-1.052184124,698.1585908,12.50445416,11.19826819,50.59790768,0.976366308,38.25768886,27.38777494,22.45229222,46.27228494,30.51622721,23655,43.65220174,17.90334649,7.772667617,42.72905199,29.62290168,-0.141045974,0.4578,40.03283762,33.65256361,29.5247441,46.1837787,55.47136849,3.135287855,2.373270002,11.57554908,3.403079191,74.47260667,26.71090902,64.59854015,4.744525547,13.42127431,2388.446094,21.183899,14.34839939,56.12024038,66.49881779,0.81015584,27.91598122,15.33384305,32.02416918,11.70694864,7.390404177,19.96853093,29.41427895,9.912420382,12885.01218,73.9,86
"6","Memphis",4748000,183.5673199,38.64806576,1322.903001,66.99952072,13.71585296,6.317814049,52.4,61.21152143,13.5455268,179.445888,29.08588597,40.0348529,353.1911254,261.3461272,41.5,15.5,40.7,29.9,47,22.80298808,3.8,7.799768776,819.4,978.3,26.9,52.9,483.5,44.47555903,10.05858975,12.72838002,40.79775537,59.30758223,12.7,69.15568127,22.4,17.8,11.05359603,16.38875274,126.1659132,54.17957427,36.11283053,0.958688943,0.45511963,2430.540585,49.50578174,16.06499218,46.62140689,1.144937415,37.2137694,26.1760531,25.10929185,48.57779064,40.79303,25605,41.80755724,22.21966218,8.670745793,46.84452496,31.7412963,-0.15922489,0.5202,60.68694581,66.30340851,40.47387052,61.35992598,73.28066357,1.632389047,0.180140078,11.57063862,1.464768357,81.99016533,26.01350492,28.63849765,1.408450704,18.14151558,2069.265584,24.97284993,12.82465042,74.31480584,90.36542645,0.2548908,6.400148686,6.190522938,84.54011742,17.41682975,4.744478685,19.98053955,33.8954064,12.73743017,17193.08183,63.3,82.8
"7","Fort Worth",4827000,167.122022,36.35929158,986.331598,74.84427481,18.34959321,11.67822142,51.7,63.88503469,10.17127845,156.6001045,19.98520888,30.5229219,250.0119214,172.5403005,30.6,11.3,38.4,27.4,47,12.61290917,3,1.702086252,357.9,402.7,13,73.1,192.6,32.21545698,6.579970756,8.721409235,21.82916307,9.978242306,17.2,19.36756099,18.6,16,11.78774062,11.59817826,50.21065184,16.54923011,14.40695094,0.714775029,0.448602728,558.5201221,11.0874825,9.127341705,57.39803293,0.742219984,38.98340981,29.68493429,14.4865196,35.48570077,20.03742899,29531,60.09452164,13.78496662,5.417152621,42.92275744,25.20756442,0.095140135,0.4575,42.82262233,53.29427566,35.74075182,48.886914,60.91298181,1.219003454,0.167837324,5.507936188,0.78243238,81.52795025,40.58005075,38.1147541,4.098360656,14.70967872,2573.135395,27.72057671,9.709847084,60.82632568,66.84399653,0.282153365,26.8762888,16.81642633,50.65851364,17.07431797,4.760684074,13.89431961,23.41661645,11.05878659,8221.531578,65.5,82.3
"8","Houston",4835000,161.8353257,31.41962232,1015.05873,73.38701224,23.08835505,13.13791166,48.5,58.27182675,9.468395331,157.5921143,22.93953606,26.94517164,266.4183082,196.7412462,32.4,12.5,38.4,30.2,45,12.31529842,5.1,4.911648892,705.1,530.4,13.3,143.6,240.5,32.67451318,5.86119852,9.261808088,33.62529402,14.26652123,18.7,27.24676589,17.7,15.7,12.9099882,8.782868658,67.10699533,23.97157498,16.31738158,0.919741416,1.807219584,1210.857146,18.55354557,11.38944404,42.30009297,1.364060998,44.39520146,32.88644672,20.05833764,43.10921248,31.24964074,32521,52.02301095,14.99893986,5.858973879,44.38315875,29.89139932,0.010710949,0.5302,57.09957598,67.25210891,43.15029903,61.70693144,42.00952358,1.959987887,0.413726295,8.415795446,3.741419268,77.68573875,43.88390012,56.04395604,4.395604396,14.3261562,3853.356661,25.08422667,10.52339995,75.58707636,51.07388022,1.402304452,38.93600671,29.33351858,57.30348777,16.75427955,15.97774245,16.76920116,21.86942692,12.04515211,10415.14801,73.1,87.4
"9","El Paso",4824000,154.1933728,46.39398472,1031.08526,75.87223451,19.05487369,9.144624451,53.7,70.90631365,13.67333513,141.7188342,19.60849592,18.82309009,226.4258689,176.7141929,32,15.6,37,30.3,30,10.12712986,3,1.336189567,355.5,523.1,5.4,53.5,140.6,18.29330758,4.352941176,9.126984127,28.18356205,12.76265591,16.5,19.21810601,15.3,15.5,12.22198582,8.689487705,48.20340398,9.961596311,13.26511742,0.919370474,2.841912166,247.9784209,4.851235235,9.423962489,58.85037502,0.699224516,40.53946846,25.08361362,19.09399558,44.58325522,27.08151184,22734,48.05434174,20.01966603,6.118989792,41.44786465,25.65887815,-0.083448346,0.4643,34.78169993,38.14250738,34.90192575,36.78191752,60.60555071,1.386353014,0.156355603,7.498225207,1.633495741,81.06046086,27.12290468,60.56338028,6.103286385,15.00703303,2663.474377,26.66821611,12.6550978,87.23310675,31.23615313,0.17485766,66.57359983,23.13180242,20.75919336,19.81020166,4.372670807,16.6559683,18.43723452,11.11111111,8654.750187,86.9,95
"10","Detroit",2622000,141.7765395,35.81906632,1282.522614,69.28919291,8.417511941,3.210241205,50.5,70.67534789,19.23562785,167.3399889,24.15142281,37.49613975,409.0566169,332.6903668,44.6,18.6,47.9,33.8,42,24.97719918,1.9,3.805497759,484.6,790.9,21.5,25.9,504.2,37.37050685,14.06002808,15.41601633,30.45089851,59.11168206,13.9,67.23529856,27.1,20.3,10.97896927,56.89398177,107.9993175,47.25439463,24.25729454,0.555686451,0.712585011,2153.603638,43.53749438,27.3480701,47.2346106,1.117091656,40.74451291,15.29825188,35.01924922,60.70971693,50.19472929,18621,30.29830709,38.60281848,15.66562904,54.85949645,33.69133218,-0.331884652,0.5112,52.9753617,60.16675131,69.55788366,64.90517297,52.62888756,3.774585279,0.664656156,23.74738327,6.843795199,69.26378833,32.3245375,39.14473684,0.986842105,21.46817451,4863.705611,24.96173173,13.58260687,89.47529863,88.73533375,0.124227966,6.53250685,6.204276267,89.11264947,22.08936438,17.14399364,16.81538784,28.8478229,14.75242164,17079.47425,62.2,80.1
"11","Phoenix",455000,137.6993973,29.84993765,848.0812323,75.53680064,14.07449277,9.523576185,57.3,73.14850825,10.66199767,122.5484379,17.49778537,24.76445828,204.974444,150.8655994,28.7,9.8,32.2,24.1,48,10.6577179,1.7,1.76617423,316,573.8,24.4,68.4,275,21.35495153,5.821574922,8.396010464,19.03545308,32.39920101,16.5,44.18447143,16.6,15.7,14.34331843,4.311446646,76.99574278,16.21729371,15.0494606,2.143272238,7.295571464,798.4973317,9.544918592,8.91747018,54.43329469,0.837110918,34.11707574,28.62528485,17.96981054,39.55205894,26.62085279,29343,56.48142912,13.59732217,5.410453743,41.54960167,26.38256585,0.057550651,0.4713,49.85064373,54.47901248,37.67268985,55.97405678,49.71560018,1.566369214,0.627158803,7.760253927,2.982632819,74.62107564,37.04413343,82.89473684,48.02631579,14.97900437,3160.45198,26.10370866,10.60968747,57.45249437,62.64621365,0.41225993,30.7100971,19.41241273,38.79229007,16.75427955,10.03822777,12.18088931,17.9172955,10.30646744,8488.724815,64.1,82.4
